      Time       Date     Sample #  Type  Sub Chan  Num	Aux
[16:24:00.000 05/06/1989]        0     "    0    0    0	## time resolution: 100
[16:24:00.000 05/06/1989]        0          0    0    0
[16:24:00.000 05/06/1989]        0     "    0    0    0	Sleep_stage_W duration: 24150
[23:06:30.000 05/06/1989]  2415000     "    0    0    0	Sleep_stage_1 duration: 150
[23:09:00.000 05/06/1989]  2430000     "    0    0    0	Sleep_stage_2 duration: 510
[23:17:30.000 05/06/1989]  2481000     "    0    0    0	Sleep_stage_3 duration: 30
[23:18:00.000 05/06/1989]  2484000     "    0    0    0	Sleep_stage_2 duration: 90
[23:19:30.000 05/06/1989]  2493000     "    0    0    0	Sleep_stage_3 duration: 180
[23:22:30.000 05/06/1989]  2511000     "    0    0    0	Sleep_stage_4 duration: 540
[23:31:30.000 05/06/1989]  2565000     "    0    0    0	Sleep_stage_2 duration: 150
[23:34:00.000 05/06/1989]  2580000     "    0    0    0	Sleep_stage_3 duration: 180
[23:37:00.000 05/06/1989]  2598000     "    0    0    0	Sleep_stage_4 duration: 210
[23:40:30.000 05/06/1989]  2619000     "    0    0    0	Sleep_stage_3 duration: 60
[23:41:30.000 05/06/1989]  2625000     "    0    0    0	Sleep_stage_4 duration: 840
[23:55:30.000 05/06/1989]  2709000     "    0    0    0	Sleep_stage_3 duration: 30
[23:56:00.000 05/06/1989]  2712000     "    0    0    0	Sleep_stage_2 duration: 30
[23:56:30.000 05/06/1989]  2715000     "    0    0    0	Sleep_stage_3 duration: 60
[23:57:30.000 05/06/1989]  2721000     "    0    0    0	Sleep_stage_2 duration: 60
[23:58:30.000 05/06/1989]  2727000     "    0    0    0	Sleep_stage_3 duration: 60
[23:59:30.000 05/06/1989]  2733000     "    0    0    0	Sleep_stage_2 duration: 60
[00:00:30.000 06/06/1989]  2739000     "    0    0    0	Sleep_stage_R duration: 1050
[00:18:00.000 06/06/1989]  2844000     "    0    0    0	Sleep_stage_2 duration: 120
[00:20:00.000 06/06/1989]  2856000     "    0    0    0	Sleep_stage_3 duration: 30
[00:20:30.000 06/06/1989]  2859000     "    0    0    0	Sleep_stage_2 duration: 270
[00:25:00.000 06/06/1989]  2886000     "    0    0    0	Sleep_stage_3 duration: 60
[00:26:00.000 06/06/1989]  2892000     "    0    0    0	Sleep_stage_2 duration: 30
[00:26:30.000 06/06/1989]  2895000     "    0    0    0	Sleep_stage_3 duration: 30
[00:27:00.000 06/06/1989]  2898000     "    0    0    0	Sleep_stage_2 duration: 60
[00:28:00.000 06/06/1989]  2904000     "    0    0    0	Sleep_stage_3 duration: 30
[00:28:30.000 06/06/1989]  2907000     "    0    0    0	Movement_time duration: 30
[00:29:00.000 06/06/1989]  2910000     "    0    0    0	Sleep_stage_1 duration: 30
[00:29:30.000 06/06/1989]  2913000     "    0    0    0	Sleep_stage_2 duration: 420
[00:36:30.000 06/06/1989]  2955000     "    0    0    0	Sleep_stage_3 duration: 30
[00:37:00.000 06/06/1989]  2958000     "    0    0    0	Sleep_stage_2 duration: 30
[00:37:30.000 06/06/1989]  2961000     "    0    0    0	Sleep_stage_3 duration: 60
[00:38:30.000 06/06/1989]  2967000     "    0    0    0	Sleep_stage_2 duration: 300
[00:43:30.000 06/06/1989]  2997000     "    0    0    0	Sleep_stage_3 duration: 30
[00:44:00.000 06/06/1989]  3000000     "    0    0    0	Sleep_stage_2 duration: 30
[00:44:30.000 06/06/1989]  3003000     "    0    0    0	Sleep_stage_3 duration: 30
[00:45:00.000 06/06/1989]  3006000     "    0    0    0	Sleep_stage_2 duration: 30
[00:45:30.000 06/06/1989]  3009000     "    0    0    0	Sleep_stage_3 duration: 60
[00:46:30.000 06/06/1989]  3015000     "    0    0    0	Sleep_stage_4 duration: 30
[00:47:00.000 06/06/1989]  3018000     "    0    0    0	Sleep_stage_3 duration: 30
[00:47:30.000 06/06/1989]  3021000     "    0    0    0	Sleep_stage_4 duration: 180
[00:50:30.000 06/06/1989]  3039000     "    0    0    0	Sleep_stage_3 duration: 210
[00:54:00.000 06/06/1989]  3060000     "    0    0    0	Sleep_stage_4 duration: 240
[00:58:00.000 06/06/1989]  3084000     "    0    0    0	Sleep_stage_3 duration: 90
[00:59:30.000 06/06/1989]  3093000     "    0    0    0	Sleep_stage_4 duration: 30
[01:00:00.000 06/06/1989]  3096000     "    0    0    0	Sleep_stage_3 duration: 90
[01:01:30.000 06/06/1989]  3105000     "    0    0    0	Sleep_stage_4 duration: 60
[01:02:30.000 06/06/1989]  3111000     "    0    0    0	Sleep_stage_3 duration: 90
[01:04:00.000 06/06/1989]  3120000     "    0    0    0	Sleep_stage_4 duration: 360
[01:10:00.000 06/06/1989]  3156000     "    0    0    0	Sleep_stage_2 duration: 90
[01:11:30.000 06/06/1989]  3165000     "    0    0    0	Sleep_stage_3 duration: 60
[01:12:30.000 06/06/1989]  3171000     "    0    0    0	Sleep_stage_2 duration: 120
[01:14:30.000 06/06/1989]  3183000     "    0    0    0	Sleep_stage_R duration: 1080
[01:32:30.000 06/06/1989]  3291000     "    0    0    0	Sleep_stage_2 duration: 570
