Onset	Duration	Annotation
1989-07-12T16:10:00.0000000	29520	Sleep stage W
1989-07-13T00:22:00.0000000	420	Sleep stage 1
1989-07-13T00:29:00.0000000	1830	Sleep stage 2
1989-07-13T00:59:30.0000000	270	Sleep stage R
1989-07-13T01:04:00.0000000	60	Sleep stage W
1989-07-13T01:05:00.0000000	90	Sleep stage 1
1989-07-13T01:06:30.0000000	990	Sleep stage R
1989-07-13T01:23:00.0000000	180	Sleep stage 1
1989-07-13T01:26:00.0000000	1710	Sleep stage 2
1989-07-13T01:54:30.0000000	30	Sleep stage 1
1989-07-13T01:55:00.0000000	360	Sleep stage 2
1989-07-13T02:01:00.0000000	30	Sleep stage 1
1989-07-13T02:01:30.0000000	2280	Sleep stage 2
1989-07-13T02:39:30.0000000	480	Sleep stage R
1989-07-13T02:47:30.0000000	120	Sleep stage 1
1989-07-13T02:49:30.0000000	90	Sleep stage 2
1989-07-13T02:51:00.0000000	570	Sleep stage R
1989-07-13T03:00:30.0000000	1530	Sleep stage 2
1989-07-13T03:26:00.0000000	30	Sleep stage 3
1989-07-13T03:26:30.0000000	360	Sleep stage 2
1989-07-13T03:32:30.0000000	30	Sleep stage W
1989-07-13T03:33:00.0000000	120	Sleep stage 1
1989-07-13T03:35:00.0000000	60	Sleep stage 2
1989-07-13T03:36:00.0000000	120	Sleep stage 1
1989-07-13T03:38:00.0000000	120	Sleep stage 2
1989-07-13T03:40:00.0000000	60	Sleep stage 1
1989-07-13T03:41:00.0000000	330	Sleep stage 2
1989-07-13T03:46:30.0000000	30	Sleep stage W
1989-07-13T03:47:00.0000000	90	Sleep stage 1
1989-07-13T03:48:30.0000000	180	Sleep stage 2
1989-07-13T03:51:30.0000000	30	Sleep stage 1
1989-07-13T03:52:00.0000000	60	Sleep stage 2
1989-07-13T03:53:00.0000000	30	Sleep stage 1
1989-07-13T03:53:30.0000000	300	Sleep stage 2
1989-07-13T03:58:30.0000000	30	Sleep stage W
1989-07-13T03:59:00.0000000	30	Sleep stage 1
1989-07-13T03:59:30.0000000	30	Sleep stage W
1989-07-13T04:00:00.0000000	60	Sleep stage 1
1989-07-13T04:01:00.0000000	30	Sleep stage 2
1989-07-13T04:01:30.0000000	60	Sleep stage 1
1989-07-13T04:02:30.0000000	330	Sleep stage 2
1989-07-13T04:08:00.0000000	60	Sleep stage 1
1989-07-13T04:09:00.0000000	30	Sleep stage 2
1989-07-13T04:09:30.0000000	60	Sleep stage 1
1989-07-13T04:10:30.0000000	330	Sleep stage 2
1989-07-13T04:16:00.0000000	390	Sleep stage R
1989-07-13T04:22:30.0000000	30	Sleep stage 1
1989-07-13T04:23:00.0000000	120	Sleep stage R
1989-07-13T04:25:00.0000000	30	Sleep stage W
1989-07-13T04:25:30.0000000	60	Sleep stage 1
1989-07-13T04:26:30.0000000	510	Sleep stage R
1989-07-13T04:35:00.0000000	120	Sleep stage W
1989-07-13T04:37:00.0000000	330	Sleep stage R
1989-07-13T04:42:30.0000000	30	Sleep stage 1
1989-07-13T04:43:00.0000000	660	Sleep stage R
1989-07-13T04:54:00.0000000	90	Sleep stage 1
1989-07-13T04:55:30.0000000	540	Sleep stage 2
1989-07-13T05:04:30.0000000	60	Sleep stage W
1989-07-13T05:05:30.0000000	30	Sleep stage 1
1989-07-13T05:06:00.0000000	60	Sleep stage W
1989-07-13T05:07:00.0000000	60	Sleep stage 1
1989-07-13T05:08:00.0000000	30	Sleep stage W
1989-07-13T05:08:30.0000000	30	Sleep stage 1
1989-07-13T05:09:00.0000000	30	Sleep stage W
1989-07-13T05:09:30.0000000	60	Sleep stage 1
1989-07-13T05:10:30.0000000	30	Sleep stage W
1989-07-13T05:11:00.0000000	90	Sleep stage 1
