Onset	Duration	Annotation
1989-07-04T15:07:00.0000000	32040	Sleep stage W
1989-07-05T00:01:00.0000000	300	Sleep stage 1
1989-07-05T00:06:00.0000000	240	Sleep stage 2
1989-07-05T00:10:00.0000000	60	Sleep stage 1
1989-07-05T00:11:00.0000000	480	Sleep stage 2
1989-07-05T00:19:00.0000000	210	Sleep stage R
1989-07-05T00:22:30.0000000	30	Sleep stage 1
1989-07-05T00:23:00.0000000	300	Sleep stage 2
1989-07-05T00:28:00.0000000	30	Sleep stage 1
1989-07-05T00:28:30.0000000	1740	Sleep stage 2
1989-07-05T00:57:30.0000000	30	Sleep stage 3
1989-07-05T00:58:00.0000000	210	Sleep stage 2
1989-07-05T01:01:30.0000000	30	Sleep stage 3
1989-07-05T01:02:00.0000000	90	Sleep stage 2
1989-07-05T01:03:30.0000000	30	Sleep stage 3
1989-07-05T01:04:00.0000000	30	Sleep stage 2
1989-07-05T01:04:30.0000000	30	Sleep stage 3
1989-07-05T01:05:00.0000000	150	Sleep stage 2
1989-07-05T01:07:30.0000000	30	Sleep stage 3
1989-07-05T01:08:00.0000000	30	Sleep stage 2
1989-07-05T01:08:30.0000000	60	Sleep stage 3
1989-07-05T01:09:30.0000000	30	Sleep stage 2
1989-07-05T01:10:00.0000000	120	Sleep stage 3
1989-07-05T01:12:00.0000000	240	Sleep stage 2
1989-07-05T01:16:00.0000000	270	Sleep stage R
1989-07-05T01:20:30.0000000	450	Sleep stage W
1989-07-05T01:28:00.0000000	60	Sleep stage 1
1989-07-05T01:29:00.0000000	60	Sleep stage W
1989-07-05T01:30:00.0000000	60	Sleep stage 1
1989-07-05T01:31:00.0000000	30	Sleep stage W
1989-07-05T01:31:30.0000000	60	Sleep stage 1
1989-07-05T01:32:30.0000000	30	Sleep stage W
1989-07-05T01:33:00.0000000	120	Sleep stage 1
1989-07-05T01:35:00.0000000	990	Sleep stage 2
1989-07-05T01:51:30.0000000	180	Sleep stage W
1989-07-05T01:54:30.0000000	1890	Sleep stage 2
1989-07-05T02:26:00.0000000	1290	Sleep stage R
1989-07-05T02:47:30.0000000	30	Sleep stage 1
1989-07-05T02:48:00.0000000	720	Sleep stage W
1989-07-05T03:00:00.0000000	150	Sleep stage 1
1989-07-05T03:02:30.0000000	3420	Sleep stage 2
1989-07-05T03:59:30.0000000	240	Sleep stage W
1989-07-05T04:03:30.0000000	480	Sleep stage 1
1989-07-05T04:11:30.0000000	120	Sleep stage 2
1989-07-05T04:13:30.0000000	60	Sleep stage W
1989-07-05T04:14:30.0000000	60	Sleep stage 1
1989-07-05T04:15:30.0000000	2130	Sleep stage 2
1989-07-05T04:51:00.0000000	990	Sleep stage W
1989-07-05T05:07:30.0000000	330	Sleep stage 1
1989-07-05T05:13:00.0000000	480	Sleep stage 2
1989-07-05T05:21:00.0000000	60	Sleep stage W
1989-07-05T05:22:00.0000000	60	Sleep stage 1
1989-07-05T05:23:00.0000000	90	Sleep stage W
1989-07-05T05:24:30.0000000	90	Sleep stage 1
1989-07-05T05:26:00.0000000	630	Sleep stage W
1989-07-05T05:36:30.0000000	330	Sleep stage 1
1989-07-05T05:42:00.0000000	1530	Sleep stage 2
1989-07-05T06:07:30.0000000	270	Sleep stage R
1989-07-05T06:12:00.0000000	30	Sleep stage W
1989-07-05T06:12:30.0000000	120	Sleep stage 1
1989-07-05T06:14:30.0000000	720	Sleep stage W
1989-07-05T06:26:30.0000000	210	Sleep stage 1
1989-07-05T06:30:00.0000000	1800	Sleep stage 2
1989-07-05T07:00:00.0000000	480	Sleep stage R
1989-07-05T07:08:00.0000000	600	Sleep stage W
1989-07-05T07:18:00.0000000	90	Sleep stage 1
1989-07-05T07:19:30.0000000	24870	Sleep stage W
1989-07-05T14:14:00.0000000	3180	Sleep stage ?
