Onset	Duration	Annotation
1990-06-07T14:50:00.0000000	30450	Sleep stage W
1990-06-07T23:17:30.0000000	210	Sleep stage 1
1990-06-07T23:21:00.0000000	90	Sleep stage W
1990-06-07T23:22:30.0000000	60	Sleep stage 1
1990-06-07T23:23:30.0000000	90	Sleep stage W
1990-06-07T23:25:00.0000000	240	Sleep stage 1
1990-06-07T23:29:00.0000000	30	Sleep stage W
1990-06-07T23:29:30.0000000	300	Sleep stage 1
1990-06-07T23:34:30.0000000	360	Sleep stage 2
1990-06-07T23:40:30.0000000	30	Sleep stage 3
1990-06-07T23:41:00.0000000	60	Sleep stage W
1990-06-07T23:42:00.0000000	330	Sleep stage 1
1990-06-07T23:47:30.0000000	180	Sleep stage 2
1990-06-07T23:50:30.0000000	30	Sleep stage 3
1990-06-07T23:51:00.0000000	90	Sleep stage 2
1990-06-07T23:52:30.0000000	90	Sleep stage 3
1990-06-07T23:54:00.0000000	30	Sleep stage 2
1990-06-07T23:54:30.0000000	90	Sleep stage 3
1990-06-07T23:56:00.0000000	60	Sleep stage 2
1990-06-07T23:57:00.0000000	150	Sleep stage 3
1990-06-07T23:59:30.0000000	90	Sleep stage 2
1990-06-08T00:01:00.0000000	30	Sleep stage 3
1990-06-08T00:01:30.0000000	90	Sleep stage 2
1990-06-08T00:03:00.0000000	90	Sleep stage 3
1990-06-08T00:04:30.0000000	120	Sleep stage 1
1990-06-08T00:06:30.0000000	420	Sleep stage 2
1990-06-08T00:13:30.0000000	630	Sleep stage R
1990-06-08T00:24:00.0000000	90	Sleep stage 1
1990-06-08T00:25:30.0000000	300	Sleep stage R
1990-06-08T00:30:30.0000000	300	Sleep stage W
1990-06-08T00:35:30.0000000	480	Sleep stage 1
1990-06-08T00:43:30.0000000	90	Sleep stage W
1990-06-08T00:45:00.0000000	270	Sleep stage 1
1990-06-08T00:49:30.0000000	480	Sleep stage 2
1990-06-08T00:57:30.0000000	120	Sleep stage 1
1990-06-08T00:59:30.0000000	240	Sleep stage 2
1990-06-08T01:03:30.0000000	240	Sleep stage 1
1990-06-08T01:07:30.0000000	570	Sleep stage 2
1990-06-08T01:17:00.0000000	30	Sleep stage 3
1990-06-08T01:17:30.0000000	30	Sleep stage 2
1990-06-08T01:18:00.0000000	30	Sleep stage 3
1990-06-08T01:18:30.0000000	30	Sleep stage 2
1990-06-08T01:19:00.0000000	30	Sleep stage 3
1990-06-08T01:19:30.0000000	30	Sleep stage 2
1990-06-08T01:20:00.0000000	30	Sleep stage 3
1990-06-08T01:20:30.0000000	90	Sleep stage 2
1990-06-08T01:22:00.0000000	30	Sleep stage 1
1990-06-08T01:22:30.0000000	120	Sleep stage 2
1990-06-08T01:24:30.0000000	30	Sleep stage 3
1990-06-08T01:25:00.0000000	30	Sleep stage 2
1990-06-08T01:25:30.0000000	60	Sleep stage 3
1990-06-08T01:26:30.0000000	60	Sleep stage 2
1990-06-08T01:27:30.0000000	60	Sleep stage R
1990-06-08T01:28:30.0000000	30	Sleep stage W
1990-06-08T01:29:00.0000000	120	Sleep stage 1
1990-06-08T01:31:00.0000000	60	Sleep stage W
1990-06-08T01:32:00.0000000	330	Sleep stage 1
1990-06-08T01:37:30.0000000	510	Sleep stage 2
1990-06-08T01:46:00.0000000	660	Sleep stage 1
1990-06-08T01:57:00.0000000	30	Sleep stage 2
1990-06-08T01:57:30.0000000	90	Sleep stage 1
1990-06-08T01:59:00.0000000	360	Sleep stage 2
1990-06-08T02:05:00.0000000	30	Sleep stage R
1990-06-08T02:05:30.0000000	60	Sleep stage 1
1990-06-08T02:06:30.0000000	30	Sleep stage 2
1990-06-08T02:07:00.0000000	60	Sleep stage R
1990-06-08T02:08:00.0000000	90	Sleep stage W
1990-06-08T02:09:30.0000000	30	Sleep stage 1
1990-06-08T02:10:00.0000000	300	Sleep stage W
1990-06-08T02:15:00.0000000	30	Sleep stage 1
1990-06-08T02:15:30.0000000	30	Sleep stage W
1990-06-08T02:16:00.0000000	390	Sleep stage 1
1990-06-08T02:22:30.0000000	810	Sleep stage 2
1990-06-08T02:36:00.0000000	30	Sleep stage 3
1990-06-08T02:36:30.0000000	180	Sleep stage 2
1990-06-08T02:39:30.0000000	150	Sleep stage 1
1990-06-08T02:42:00.0000000	120	Sleep stage R
1990-06-08T02:44:00.0000000	30	Sleep stage 1
1990-06-08T02:44:30.0000000	120	Sleep stage R
1990-06-08T02:46:30.0000000	30	Sleep stage 1
1990-06-08T02:47:00.0000000	60	Sleep stage R
1990-06-08T02:48:00.0000000	90	Sleep stage 1
1990-06-08T02:49:30.0000000	150	Sleep stage R
1990-06-08T02:52:00.0000000	240	Sleep stage W
1990-06-08T02:56:00.0000000	300	Sleep stage 1
1990-06-08T03:01:00.0000000	840	Sleep stage 2
1990-06-08T03:15:00.0000000	60	Sleep stage 3
1990-06-08T03:16:00.0000000	180	Sleep stage 2
1990-06-08T03:19:00.0000000	30	Sleep stage 3
1990-06-08T03:19:30.0000000	60	Sleep stage 1
